transaction_id,sender_id,receiver_id,amount,currency,timestamp,status
tx3012,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,120.00,GBP,2025-05-06T11:30:00Z,completed
tx3013,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,950.00,EUR,2025-05-06T13:45:00Z,completed
tx3014,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,60.00,USD,2025-05-07T08:20:00Z,pending
tx3015,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,700.00,USD,2025-05-07T10:50:00Z,completed
tx3016,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,400.00,EUR,2025-05-07T12:15:00Z,completed
tx3017,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,100.00,GBP,2025-05-08T09:40:00Z,completed
tx3018,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,2500.00,USD,2025-05-08T11:10:00Z,completed
tx3019,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,300.00,EUR,2025-05-08T13:30:00Z,failed
tx3020,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,450.00,USD,2025-05-09T08:00:00Z,completed
tx3021,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,600.00,GBP,2025-05-09T10:20:00Z,completed
tx3022,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,750.00,USD,2025-05-09T12:40:00Z,pending
tx3023,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,900.00,EUR,2025-05-10T09:10:00Z,completed
tx3024,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,1050.00,USD,2025-05-10T11:30:00Z,completed
tx3025,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,1200.00,GBP,2025-05-10T13:50:00Z,completed
tx3026,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,1350.00,USD,2025-05-11T08:30:00Z,completed
tx3027,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,1500.00,EUR,2025-05-11T10:50:00Z,completed
tx3028,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,1650.00,USD,2025-05-11T13:10:00Z,failed
tx3029,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,1800.00,GBP,2025-05-12T09:20:00Z,completed
tx3030,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,1950.00,USD,2025-05-12T11:40:00Z,completed
tx3031,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,2100.00,EUR,2025-05-12T14:00:00Z,completed
tx3032,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,2250.00,USD,2025-05-13T08:10:00Z,completed
tx3033,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,2400.00,GBP,2025-05-13T10:30:00Z,pending
tx3034,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,2550.00,USD,2025-05-13T12:50:00Z,completed
tx3035,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,2700.00,EUR,2025-05-14T09:00:00Z,completed
tx3036,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,2850.00,USD,2025-05-14T11:20:00Z,completed
tx3037,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,3000.00,GBP,2025-05-14T13:40:00Z,completed
tx3038,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,3150.00,USD,2025-05-15T08:30:00Z,completed
tx3039,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,3300.00,EUR,2025-05-15T10:50:00Z,completed
tx3040,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,3450.00,USD,2025-05-15T13:10:00Z,failed
tx3041,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,3600.00,GBP,2025-05-16T09:20:00Z,completed
tx3042,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,3750.00,USD,2025-05-16T11:40:00Z,completed
tx3043,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,3900.00,EUR,2025-05-16T14:00:00Z,completed
tx3044,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,4050.00,USD,2025-05-17T08:10:00Z,completed
tx3045,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,4200.00,GBP,2025-05-17T10:30:00Z,pending
tx3046,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,4350.00,USD,2025-05-17T12:50:00Z,completed
tx3047,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,4500.00,EUR,2025-05-18T09:00:00Z,completed
tx3048,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,4650.00,USD,2025-05-18T11:20:00Z,completed
tx3049,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,4800.00,GBP,2025-05-18T13:40:00Z,completed
tx3050,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,4950.00,USD,2025-05-19T08:30:00Z,completed
tx3051,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5100.00,EUR,2025-05-19T10:50:00Z,completed
tx3052,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,5250.00,GBP,2025-05-19T13:10:00Z,completed
tx3053,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,5400.00,USD,2025-05-20T08:30:00Z,pending
tx3054,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,5550.00,EUR,2025-05-20T10:50:00Z,completed
tx3055,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5700.00,USD,2025-05-20T13:10:00Z,failed
tx3056,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,5850.00,GBP,2025-05-21T09:20:00Z,completed
tx3057,8e2f3a10-2a3b-5c4d-7e6f-2a3b4c5d6e7f,9f3a4b21-3b4c-6d5e-8f7a-3b4c5d6e7f8a,6000.00,USD,2025-05-21T11:40:00Z,completed
tx3058,2e5f6a54-5a6b-8c7d-1e9f-5a6b7c8d9e1f,3f6a7b65-6b7c-9d8e-2f1a-6b7c8d9e1f2a,6150.00,EUR,2025-05-21T14:00:00Z,completed
tx3059,4a7b8c76-7c8d-1e9f-3a2b-7c8d9e1f2a3b,5b8c9d87-8d9e-2f1a-4b3c-8d9e1f2a3b4c,6300.00,USD,2025-05-22T08:10:00Z,completed
tx3060,6c9d1e98-9e1f-3a2b-5c4d-9e1f2a3b4c5d,7d1e2f09-1f2a-4b3c-6d5e-1f2a3b4c5d6e,6450.00,GBP,2025-05-22T10:30:00Z,pending
